epoch_ms,wallet_label,mint,buy_count,hold_duration_ms,wallet_token_amount,wallet_lamports_spent,wallet_lamports_received,wallet_pnl_sol,our_lamports_spent,our_lamports_received,our_pnl_sol
1784707922621,Doji,ChvtzNXXiBePRgNNbaDFW4hu6TFcAUDWUTamirWKpump,1,131574,9842176975185,1925372894,1229976872,-0.695396,1881581703.907715,637195873,-1.244386
1784707980154,Doji,ChvtzNXXiBePRgNNbaDFW4hu6TFcAUDWUTamirWKpump,1,51159,23121661493857,1793968974,1244317645,-0.549651,1744848066.076309,1862679279,0.117831
1784707999921,Doji,7a3v2DmHEbhfvCff4RAtxabm35X5LbwcSQrGf57Lpump,1,124049,3374497981408,734211434,972157036,0.237946,702025988.603531,922284343,0.220258
1784708068430,Zuki,tbwrKzZ7k5p7URXFhtqBvd2WKbB2w2zRjPK5rXZpump,1,20722,44692330887957,2077316156,1510337204,-0.566979,1699002780.202438,1319318543,-0.379684
1784708182610,Doji,7a3v2DmHEbhfvCff4RAtxabm35X5LbwcSQrGf57Lpump,1,6830,2241882795474,486938570,308749766,-0.178189,454358762.150497,328701862,-0.125657
1784708195483,Doji,7a3v2DmHEbhfvCff4RAtxabm35X5LbwcSQrGf57Lpump,1,6423,2727313026554,525942476,527435073,0.001493,489567398.782852,522803287,0.033236
1784708289242,Doji,13rzTbUwa5pL8KdzJ27xrHHzovcHYqkoehJF3RsFpump,1,6435,3697938690861,451473677,479517804,0.028044,498085721.432487,486639512,-0.011446
1784708412062,Doji,7a3v2DmHEbhfvCff4RAtxabm35X5LbwcSQrGf57Lpump,1,20011,4205782354341,650091227,1412174776,0.762084,682393199.917694,1309107322,0.626714
1784708491952,Zuki,13rzTbUwa5pL8KdzJ27xrHHzovcHYqkoehJF3RsFpump,7,373772,27480351482615,2182587659,2280240049,0.097652,2789414272.78936,2224415488,-0.564999
1784708818660,Doji,9Yj79gRCkZ37izjkkpESezPKx7895nWhMWHVLpFJpump,2,38270,11064570469307,1015695030,1019963556,0.004269,1160386547.491615,847995931,-0.312391
1784708896319,Zuki,9Yj79gRCkZ37izjkkpESezPKx7895nWhMWHVLpFJpump,6,161134,53086896920609,2921638220,1897334645,-1.024304,3378055762.721947,1449859151,-1.928197
1784708941253,Zuki,FX9hhVJCcK5jUGpXUYNJZw3xm8h44sebnYoGcyVVpump,1,6507,27750453534434,1313348395,1264708113,-0.04864,871771756.561558,761852563,-0.109919
1784709437063,Doji,GkQvuthcYcJwrRCtBt29mh6g7ah6BLD5DoCcR3uqpump,3,569152,12607909657425,1419577220,759960008,-0.659617,1599187839.600357,901067209,-0.698121
1784709523938,Zuki,9Yj79gRCkZ37izjkkpESezPKx7895nWhMWHVLpFJpump,3,20227,10964396377076,946003938,881160428,-0.064844,978380879.678764,677497363,-0.300884
1784709668767,Zuki,56jHkADdsznCNs5dvNqsTyDa4gnBPrNKwqQm9Lw9pump,4,52349,30127511629935,1867480769,1349379498,-0.518101,2067251146.861862,1247798999,-0.819452
1784709887925,Zuki,HuDiRde6FPj8Ns6YM8CP4TMGd3tAm1x981zn16Ypump,2,35117,27952947824064,1289313796,1090428698,-0.198885,1631917796.230309,1118058691,-0.513859
1784709986456,Zuki,BD5bSLkXRLmV3gAHEBcQo6h3esZZBR9CXS1rcoUNpump,3,64184,14472760178575,788153810,633614677,-0.154539,678659293.993462,447195601,-0.231464
1784710157918,Zuki,5kkfoGceVJeZUBuoKTsq6UMsjF4LuR9tUEfLZLBtpump,4,109826,53024017348735,2025253013,1668051157,-0.357202,2392305285.904243,1353946429,-1.038359
1784711564759,Zuki,CUG5BxwmYYBW4o6Pu8YzqYS84RbKGTqPzw9KACKbpump,3,5911,33446695824471,1391160846,1813668788,0.422508,1034814788.360317,970180662,-0.064634
1784711576444,Felix,D4obTQfFNMJAM29uusZsdeheJKEAGTvmJTx8GqdEpump,4,7812,48191076511495,2310094080,997994997,-1.312099,1539543371.39608,581814690,-0.957729
1784711580548,Felix,D4obTQfFNMJAM29uusZsdeheJKEAGTvmJTx8GqdEpump,1,2175,9560555523629,502005000,1189670977,0.687666,296878679.475094,1140875903,0.843997
1784711901034,Zuki,DDbRtiNGPh7KNzVysFKThWFVawUygmhsQeSSv6zppump,5,77724,17601881630182,1965139267,2134702144,0.169563,2557579560.272522,2721208319,0.163629
1784712053760,Felix,QQ9KwKuBuqMfkEzqC4G38qnMcfnUzEhyLJJEgHcpump,1,269274,17507055489344,2004079080,1184355589,-0.819723,2201173573.291267,1471448212,-0.729725
1784712924769,Zuki,64KeXkKdwN9A6SKkJsfRSvbfqm1LN2fPwmGWrGxKpump,4,92964,25780568156073,1901945113,2139933115,0.237988,2098540457.680634,2400091072,0.301551
1784713612358,Zuki,AXrQMcHwT8k8wdSJHV2PFxBN7L4iZVh2i6MU8Aixpump,3,63792,24999836935461,1292669972,487760717,-0.804909,1972115773.970306,514051374,-1.458064
1784714035257,Zuki,AXrQMcHwT8k8wdSJHV2PFxBN7L4iZVh2i6MU8Aixpump,10,149663,26523310283756,3390846957,3240706962,-0.15014,3202317581.560104,3286817780,0.0845
1784714227842,Zuki,4VCKKQRTYqeMt6t5VubufRNKf4Gku567yJQGFUwapump,3,33332,25389266566141,1058294120,875073472,-0.183221,1415340675.717564,723302103,-0.692039
1784719818175,Felix,x91qtTZMRZ57SQxjr9FF6NQvpfwLnzGdSRJ426FTxms,1,12917,83095872940687,3504079081,1955725868,-1.548353,4462965675.167641,1719040114,-2.743926
1784721076056,Felix,FbygFGuNFhJJfPTuP4QNNjmgmxG4P6QZdqvi9nBapump,2,152895,35745849430344,1663246134,1276841583,-0.386405,1376316761.322952,1223136988,-0.15318
1784722393346,Felix,CazgEnWmnPRjR7guoHA4jYEa3xspjrxygadkFGUgpump,1,24162,36227174420290,2004079080,1495323097,-0.508756,2152867339.571075,979794995,-1.173072
1784723309391,Felix,6Mx7iGuEGJKPwcMfvVaAsEsqbHfsRteF8xUaHQJ7pump,1,199620,24154556866181,2004079080,1980926911,-0.023152,4067279000.904495,1893207732,-2.174071
1784723502050,Felix,4tEJ61pWXgm3XZUK8rfuE2ARcEzEGEqc1n8CoQiwpump,1,28850,103640505703104,3504079081,3133721733,-0.370357,4033646453.58017,2642451246,-1.391195
1784723775270,Letterbomb,5tAgPE9v4iSL79z1ny1smivxyCJfasVEYVq4yNdkpump,1,6408,37921161535894,1687172310,1239712821,-0.447459,1361685102.494408,1064352845,-0.297332
1784728515772,Zuki,2sqcokJT1xA9ftaWdaRrLLECeqR19TMd3S4DVzDXpump,3,10245,21623232949687,1668787508,1263355588,-0.405432,770861750.177929,1203873238,0.433011
1784728760458,Felix,C8PvKxAzbqK9iyNRkQEo9WnLvetq291E4kVGLkcrpump,5,287647,18459292296874,1666164114,1204318013,-0.461846,1789072411.275688,791646777,-0.997426
1784728812572,Zuki,2sqcokJT1xA9ftaWdaRrLLECeqR19TMd3S4DVzDXpump,5,246008,10116958124861,976862336,2525286000,1.548424,1038533312.803253,2434807737,1.396274
1784729310498,Zuki,C37iGsHjPU9jyy88ct6JmbajXi9mdimH9HAmMqHBpump,2,26205,26788552554156,1120187160,1194576576,0.074389,1565164671.083488,738357589,-0.826807
1784731040468,Zuki,C37iGsHjPU9jyy88ct6JmbajXi9mdimH9HAmMqHBpump,2,3902,26788552554156,1120187160,1194576576,0.074389,765825012.563465,730737354,-0.035088
1784731045259,Felix,6Mx7iGuEGJKPwcMfvVaAsEsqbHfsRteF8xUaHQJ7pump,1,1929,24154556866181,2004079080,1980926911,-0.023152,709229253.014416,677603052,-0.031626
1784731049848,Felix,4tEJ61pWXgm3XZUK8rfuE2ARcEzEGEqc1n8CoQiwpump,1,1942,103640505703104,3504079081,3133721733,-0.370357,3207494422.657799,2642451246,-0.565043
1784732888377,Felix,ErkXaxLVVy47pdWj7X8moZ1KNZweF1dYVWU7tgGgpump,2,100886,25664679414739,1237354182,1038796849,-0.198557,1142017967.648819,718925180,-0.423093
1784733103417,Felix,DJBvdqsC5a1vHdXPPRpn3a6H3D1WTSPkTofJn3XXpump,1,70091,12053001705364,1004079080,1147536802,0.143458,1033967629.88269,1155690459,0.121723
1784735984183,Zuki,1HWEuqFHJJfvHypRom5KoyVm3A7DZxFMuVr2qDQpump,3,50830,36467153183814,1451909323,1806328765,0.354419,2318859519.712044,1690908966,-0.627951
1784735992491,Zuki,1HWEuqFHJJfvHypRom5KoyVm3A7DZxFMuVr2qDQpump,1,1931,10153056117,5005000,1832688822,1.827684,1655517.961487,2797981445,2.796326
1784736473722,Zuki,5CuhKPPQTZxefLe5GDunJNB6hiaBShNMZ8n4rgNkpump,3,29017,13486498740644,1737238407,1091933407,-0.645305,1148758081.149963,743041380,-0.405717
1784736544293,Zuki,pc9B9NeR7mRw1MMJTEXca3nsgh71YmH2zXRMS3qpump,2,50888,23670670820682,1188993337,1570476533,0.381483,1544575730.307854,698994889,-0.845581
1784736631368,Felix,pLpxox2CNsq4mhN5qpRJihLWb5YLAVLFu4V3J1zpump,9,487753,37152814731165,1820119080,1701775317,-0.118344,2110140963.12603,1506178687,-0.603962
1784736837090,Zuki,6rhXTseuqFKADoYGZNu5iecx2R1STbEwhvfeVfVBpump,4,34527,30720282246358,1730830093,1954197067,0.223367,2344115373.692009,1390843699,-0.953272
1784737047090,Zuki,BYELEuuh9ncA1TVwTdGVgyTCeLZg9iHxtUpJLzwgpump,1,24297,35971023337586,1101396724,939860594,-0.161536,2069528564.428688,496172949,-1.573356
1784737255609,Zuki,4R3EveKpgLMYr299BRkenTCv3e9o9jB23EUgTGA42bMj,3,61296,25250885222707,1572219587,1439755856,-0.132464,1876892853.591919,1620418951,-0.256474
1784739180670,Felix,3mtWt75Ut1jrb6T8SKJmJ6bJbUrf68WccMoBbAyyKhwD,1,10860,49723895109265,2004079081,1849947138,-0.154132,1539563868.996517,1399679853,-0.139884
1784739271179,Felix,66exPo4DYjF68fr7SGH3VBUzSwsy45qE5UW3L5zRpump,1,10814,37017336507048,2004079080,1951979194,-0.0521,1116442268.665936,1040527870,-0.075914
1784743792639,Letterbomb,EZGDFG6JDqTr87C1C9iabNEmw7ByuGnPdeaVH8Chpump,5,1034443,34457111886392,6082099076,2862465717,-3.219633,7253962006.542191,2352964715,-4.900997
1784743895893,Felix,89VobyQc6coSqsgFoKmRDmEJFNznutxmnJJRjWtmpump,1,131271,47768726478533,2004079080,1397544050,-0.606535,2184677955.905777,1297847622,-0.88683
1784748872577,Zuki,Dj7nzF9uY58rFAkrHHd5Wfz5CGSdBEiu91GpYuK2Wak7,2,12649,22933367272667,1087723546,920635764,-0.167088,781906754.545559,693565484,-0.088341
1784748931218,Zuki,HSn9srYMyACSD55et9PcbbbY7BHXNQq9jR5dxJtepump,2,30296,19830489840143,1066816633,1019121420,-0.047695,1324228957.686829,564924725,-0.759304
1784750103713,Zuki,GiATNVZRTxDipiceGPPLu34TSm7XPZLvk94ZUBbSpump,2,4224,2654796566166,244410000,88991362,-0.155419,81496396.082073,81077610,-0.000419
1784750110009,Zuki,6xQZLY516Koafpu9E347QWeD1k84gWKtM1E4vfZqpump,2,3681,20623218543518,981821477,965045980,-0.016775,2456575029.764687,2323726433,-0.132849
1784750114248,Felix,89VobyQc6coSqsgFoKmRDmEJFNznutxmnJJRjWtmpump,1,1815,47768726478533,2004079080,1397544050,-0.606535,1417710872.146038,1296058928,-0.121652
1784750511335,Zuki,4DaefYP1cmgmHoPjtSAr97U8rZ49EGRcC2ACCjmfpump,1,8173,23856534951036,1196362395,997145243,-0.199217,907198345.339333,682319721,-0.224879
1784750915462,Zuki,2QgS9NweP7gAHpyuqtwS4oB47N61MWbKbFiycakQpump,2,32006,28649548849626,1418895717,1901057142,0.482161,1927055217.700447,1628496106,-0.298559
1784750956990,Zuki,AWt8yuv1pQfHz1VZRbXLedR8qMcKJkKUmkBbhJdopump,1,14518,22894838726575,1187987109,956668945,-0.231318,909665761.68042,639053077,-0.270613
1784751136424,Zuki,4cnnVwCxS5A8TGnvJvFg4oLE8A2PQKPVPmX3HLhDpump,4,64587,13723106211284,1685486023,1706866681,0.021381,2461343530.376724,1844727360,-0.616616
1784753749231,Zuki,BwHnaw8TFSd5sFNietkEpcRmiNJLzgT3H1nuTsgmMsXb,2,71687,15331990246832,1670280359,1600445661,-0.069835,2020627368.330788,1475926018,-0.544701
1784753887829,Zuki,5bYGAe9JuUFxW256DJciGuWeYtkrTX3K1K7FTtqpump,2,38237,41969556725889,1444078695,1366418955,-0.07766,2718673067.308037,1335929083,-1.382744
1784753974286,Zuki,CNKNEjtZJ7vfaH23LGMwHKhPHvKsfyAvVz6uqqTYpump,2,6967,40180526852261,1439560836,1518981109,0.07942,1494039336.223778,1658275142,0.164236
1784754078300,Zuki,38DQ5pAQKXPHyvnv3Tctcrsv2bN4WYGwmiR2wB9wpump,2,10010,9643975021972,1638078049,922396163,-0.715682,897187138.994637,637018025,-0.260169
1784754241146,Zuki,4xTnaz6GqywRTbCeYXgyqFq9e3WmkFwG9nqRpNgTTk8N,2,13055,18201208965768,1556860326,1481097845,-0.075762,939213336.479317,1422714110,0.483501
1784754631203,Zuki,81bjXkuHyF7tKAbZTwyaJFW8VzPNA7wpYT4xRZRKpump,2,19501,10892510129444,1005375192,523563747,-0.481811,756725328.557961,344330542,-0.412395
1784754720964,Zuki,EywhXMKJXVsGadzJ3c6NACLwBSSFtgpP1vRKuSPYpump,3,28231,13093075035574,2127468388,1158236459,-0.969232,1824656886.308533,644775948,-1.179881
1784754750636,theo,CZ7MKM5VNwHriZsnTHKZC3rXtZ7tFgDNiEuwvBzHpump,1,17948,21067759964329,3031004999,2436610584,-0.594394,2943651131.037605,2621586106,-0.322065
1784754949029,Zuki,AfiGGDZ45ZQx6eCNjjj6Aw1DcYgtpmUnFP4ggWLopump,5,47859,6847157529917,2027705911,367968842,-1.659737,2149469097.604065,328070667,-1.821398
1784755625076,Zuki,6zn73nKNh6tfYNBAhmAALxd9QUVbGTzmuMGAqiizpump,5,91926,9595696103814,1586706025,1294832911,-0.291873,1725633104.561157,1358063344,-0.36757
1784755891647,Zuki,3ceKwLJvFxsZoZbhdSm1wmVJFnigEWHmjpE6zzVu3FHa,1,1841,22416430621069,997213684,885054760,-0.112159,675851203.227818,645351673,-0.0305
1784756447302,Zuki,GEs1YT8QKxtcnPAC2j5rUQRYBGosqBG99CYDpeeVpump,4,84291,11052723937706,1192610777,1002733267,-0.189878,1105076697.564987,1013178971,-0.091898
1784757377998,theo,6dp5gGqi5t7mQV8vsQhM9pRkMsEomyHb3yrmy6Wbpump,4,67170,8032695207299,1054420000,5301622702,4.247203,1131598070.111061,4625661871,3.494064
1784761294213,Doji,6LRHW9osqzXadQCZQ9EDMtux45ymBWLuMed3gyXUpump,1,24345,5614929212961,489452566,365191785,-0.124261,613159731.195,362646802,-0.250513
1784762363763,Sheep,81GgrRmgdoVZ18xMZUSHSHUk9QKMpMQmH4nqbHEFpump,1,23770,9968750702013,1012099080,942208551,-0.069891,1029154448.471901,959194936,-0.06996
1784762948353,Sheep,FYKJEbU59rLfqdvePHTRxmtJKniPysVbon6xHfm7pump,1,11299,261311191596893,3032099079,2437883620,-0.594215,4432864009.503725,239240646,-4.193623
1784763659686,Sheep,AfGJ9HCTbD6yGbHuqDCKKcCCrYSriHxab3CxDDrwpump,7,76455,1069804839588807,4042754079,1226272280,-2.816482,10255652527.078426,432144674,-9.823508
1784764187921,Sheep,HjNkUpkjhUqKvE2oPcvhPVc5XdfjisX1mu26cis3pump,1,23872,284132990278953,3032099079,1466298820,-1.5658,8808681404.28273,176855453,-8.631826
1784764693890,Sheep,Hy3nn6fcpPsuvgQzepFWKPL3RGeFt8x8M7z6W3Sdpump,1,14376,257370837152641,3032099079,1420623046,-1.611476,1463370972.399776,677093945,-0.786277
1784765086542,Sheep,7ygqjepQtJd8LWMzG3C6Z3KPF7jCqH9JuvBpxDHZzYg4,1,8465,390984692166353,3032099079,2844223377,-0.187876,7677707715.243637,1000532264,-6.677175
1784765310355,Sheep,23Ht5zkEo7wXHs9RuXvP9Zr6M1ZpjtesUveEKG4ipump,1,11205,406793671350510,3032099079,4481276663,1.449178,4594074072.680058,1882152063,-2.711922
1784765570226,Sheep,EgPAyaXcFyxW8bvvc3q7HRNYeUbYCP4SUnpQcb2Zpump,1,11751,303505928407966,3032099079,1152287594,-1.879811,1160953169.78294,258909594,-0.902044
1784766563719,theo,7Py7uM3rMpYEG1aXhjf8WXiCnrWkL1PYFzwcgfU5TBAR,1,117288,2660013240079,263605000,1773187063,1.509582,299523316.29007,1665321418,1.365798
1784766631256,theo,BPnUc8FvTzty9Y63KeW1gSectfW6wqYx9cCAAzP8pump,4,24308,67334308646014,3823894079,3195239398,-0.628655,4192117127.912964,2519939078,-1.672178
1784766877436,Sheep,3NBSNSbH1YXPjqgLG6Pq6bxPzcFrjsVqG2rQ8xwVpump,1,24104,321511018735496,3032099079,624393482,-2.407706,3313824447.854575,185566118,-3.128258
